,previous_5_turn,question,next_5_turn,categorie,annotateur
0,#spk4 : monsieur,depuis combien de temps habitez-vous Orléans ?,#spk1 : oh ça fait neuf ans depuis dix neuf cent soixante | #spk4 : vous vous plaisez à Orléans ? | #spk1 : oui et non | #spk4 : pourquoi ça ? | #spk1 : bah parce que // j'ai // j'ai toujours euh // je suis Lorrain // alors j'ai // je suis né en Lorraine et puis j'ai toujours été en Lorraine // et je préfère la Lorraine à l'Orléanais,préparé,Valentin
1,#spk4 : monsieur | #spk4 : depuis combien de temps habitez-vous Orléans ? | #spk1 : oh ça fait neuf ans depuis dix neuf cent soixante,vous vous plaisez à  Orléans ?,#spk4 : pourquoi ça ? | #spk1 : bah parce que // j'ai // j'ai toujours euh // je suis Lorrain // alors j'ai // je suis né en Lorraine et puis j'ai toujours été en Lorraine // et je préfère la Lorraine à l'Orléanais | #spk4 : et est-ce que vous comptez rester à Orléans ? | #spk1 : oh je suis obligé par ma profession | #spk4 : Hm,préparé,Valentin
2,#spk1 : oh ça fait neuf ans depuis dix neuf cent soixante | #spk4 : vous vous plaisez à  Orléans ? | #spk1 : oui et non | #spk4 : pourquoi ça ? | #spk1 : bah parce que // j'ai // j'ai toujours euh // je suis Lorrain // alors j'ai // je suis né en Lorraine et puis j'ai toujours été en Lorraine // et je préfère la Lorraine à  l'Orléanais,et est-ce que vous comptez rester à  Orléans ?,#spk1 : oh je suis obligé par ma profession | #spk4 : hm | #spk4 : | #spk4 : et qu'est ce que vous faites comme travail ? | #spk1 : je suis contrôleur divisionnaire aux PTT,préparé,Valentin
215,#spk2 : d'une part // d'autre part // il est il s'exerce // sur deux des départements // de la région l'Eure-et-Loir et le Loiret // un attraction parisienne intense // d'autre part // il existe au sud de la région // deux départements // le Cher // et l'Indre // qui // sont séparés des trois autres // par // les plaines de Sologne qui constituent // tout de mème un certain no man's land // et ces régions // qui ont donné // plus que les autres départements // son nom à la région Centre // sont effectivement elles beaucoup plus // incorporées si vous voulez au centre de la France que nous-mèmes // ceci étant il apparaît que précisément // la position du Loiret // du Loire-et-Cher et de l'Indre et Loire // au long du couloir de la Loire // et entre // ces régions nord attirées par Paris et sud attirées par le Centre // permet d'établir de jeter un pont si on // et // entre des régions qui auraient été qui sont hétérogènes // et qu'il se crée // par des contacts euh humains assez remarquables // des liaisons qui se resserrent tous les jours // et que cette région qui n'avait pas d'unité // certainement le la prend petit à petit // parce que // il se trouve // que // cette attirance de Paris // sur le Loiret et sur l'Eure-et-Loire // n'est pas uniquement bénéfique | #spk1 : non | #spk2 : Paris ne fait pas qu'apporter il absorbe aussi // et il absorbe notamment la plus grande richesse il absorbe les hommes // et nous nous apercevons que // nous devons nous défendre // contre cette absorption // en cherchant à maintenir le plus possible // dans notre orbite // les éléments intéressants // qui jusqu'ici // ont trop tendance // à se concentrer à Paris et à déserter en somme notre région // de l'autre côté au sud // s- les régions de l'Indre et du Cher // seraient trop éloignées // de ce marché de // douze millions // d'habitants que va constituer la région parisienne // s'il n'y avait pas entre elles un relais // relais que nous pouvons parfaitement constituer // sur le plan économique // sous forme d'entrepôts s- sous forme de liaisons humaines // si bien que par le jeu des circonstances // et bien il se crée au centre de la France une s- // une sorte d'unité économique tout de mème qui partant de bases assez artificielles // euh se renforce un petit peu tous les jours | #spk1 : alors vous voyez Paris surtout euh // comme euh une concurrente | #spk2 : je vois Paris à la fois bien sûr comme un marché // très intéressant pour notre économie // mais // également comme un concurrent dans la mesure n'est-ce pas oùil absorbe les intelligences // dont nous avons absolument besoin pour développer notre avenir,comment donc euh faites-vous pour euh garder ici ces intelligences dont vous parlez ?,#spk2 spk1 : et bien nous nous débrouillons assez mal // quelles sont les mesures ? | #spk1 : ah oui | #spk2 : nous nous débrouillons assez mal // parce que euh s- // si ou puisque vous allez faire des recherches // ici pendant des mois // vous pourriez vous adresser à la République du Centre | #spk1 : oui | #spk2 : qui pendant plusieurs années a publié une chronique les Orléanais à Paris // et vous verrez que ces Orléanais à Paris ce sont pas des moindres // et que il est bien dommage que nous ayons été privés de leur intelligence // de leur salaire // de leur famille // et euh // nous allons essayer certainement de pallier cet inconvénient non pas // en rattrapant // de force ce que nous nous ne saurions pas faire // nous voudrions pas faire les gens qui sont partis,préparé,Nargiza
216,#spk1 : non | #spk2 : Paris ne fait pas qu'apporter il absorbe aussi // et il absorbe notamment la plus grande richesse il absorbe les hommes // et nous nous apercevons que // nous devons nous défendre // contre cette absorption // en cherchant à maintenir le plus possible // dans notre orbite // les éléments intéressants // qui jusqu'ici // ont trop tendance // à se concentrer à Paris et à déserter en somme notre région // de l'autre côté au sud // s- les régions de l'Indre et du Cher // seraient trop éloignées // de ce marché de // douze millions // d'habitants que va constituer la région parisienne // s'il n'y avait pas entre elles un relais // relais que nous pouvons parfaitement constituer // sur le plan économique // sous forme d'entrepôts s- sous forme de liaisons humaines // si bien que par le jeu des circonstances // et bien il se crée au centre de la France une s- // une sorte d'unité économique tout de mème qui partant de bases assez artificielles // euh se renforce un petit peu tous les jours | #spk1 : alors vous voyez Paris surtout euh // comme euh une concurrente | #spk2 : je vois Paris à la fois bien sûr comme un marché // très intéressant pour notre économie // mais // également comme un concurrent dans la mesure n'est-ce pas oùil absorbe les intelligences // dont nous avons absolument besoin pour développer notre avenir | #spk1 : ah oui // comment donc euh faites-vous pour euh garder ici ces intelligences dont vous parlez ?,k1 : quelles sont les mesures ?,#spk1 : ah oui | #spk2 : nous nous débrouillons assez mal // parce que euh s- // si ou puisque vous allez faire des recherches // ici pendant des mois // vous pourriez vous adresser à la République du Centre | #spk1 : oui | #spk2 : qui pendant plusieurs années a publié une chronique les Orléanais à Paris // et vous verrez que ces Orléanais à Paris ce sont pas des moindres // et que il est bien dommage que nous ayons été privés de leur intelligence // de leur salaire // de leur famille // et euh // nous allons essayer certainement de pallier cet inconvénient non pas // en rattrapant // de force ce que nous nous ne saurions pas faire // nous voudrions pas faire les gens qui sont partis | #spk1 : non,préparé,Nargiza
217,#spk2 spk1 : l'agriculture // oui | #spk2 : voyez-vous s- notre ambition serait // de vendre euh nos produits à l'étranger à l'état le moins brut | #spk2 spk1 : possible // hm hm // si vous voulez // hm hm | #spk2 : pour vous en donner un exemple il est plus intéressant chez nous certainement de développer // la culture du blé dur pour le transformer en biscuits // on en transformait la farine en biscuiterie // que de développer la culture du blé tendre dont on a déjà pléthore et qu'il faut envoyer à des prix internationaux qui ne sont pas intéressants | #spk1 : hm,crois-tu que ça leur demande de main-d'oeuvre est-ce que Orléans ne pourrait pas faire davantage appel à la main-d'oeuvre étrangère ?,#spk2 : oh nous faisons beaucoup appel à la main-d'oeuvre étrangère // beaucoup // pensez que // dans l'augmentation de population active annuelle // euh du département // qui est d'environ cinq mille personnes par an // il entre mille étrangers introduits à titre permanent // alors je ne pense pas que nous puiss- qu'un pays puisse raisonnablement aller au-delà de vingt pour cent | #spk1 : hm hm | #spk5 : vous croyez que ça ça pourrait avoir des conséquences néfastes enfin euh | #spk2 : la France est vaste euh mais si elle examine un pays comme la Suisse i- ce danger est présent à leur idée // oui | #spk1 : hm hm,préparé,Nargiza
218,#spk1 spk2 : de deux cent mille habitants ou ? // vous savez | #spk2 : on parle euh je je crois effectivement que // on ne peut pas ne pas voir // une ville de deux cent mille habitants // et on c'est à peine parler de l'av- de l'avenir ça // une ville de deux cent mille habitants à Orléans // ça se produira dans // nous le verrons enfin | #spk1 : oui | #spk2 : si vous voulez dans // dans les quinze ans à venir // c'est donc pas de l'avenir // ce qu'on peut se demander c'est si // Orléans deviendra // une très grande ville // ou deviendra un faubourg de Paris // je pense qu'avec euh // le plan actuel de développement de l'agglomération parisienne au long de la Seine // nos chances sont meilleures // de pour permettre un développement // plus autonome // d'Orléans | #spk1 : hm hm // oui,ou euh à ce moment-là euh quels seront les effectifs ? euh on ne sait pas,#spk2 spk1 : naturel // hm | #spk2 : de la population et il est difficile euh // de poursuivre une courbe // pour plus de vingt ans | #spk1 : mais cette autonomie // euh // c'est important pour vous | #spk2 spk1 : je pense // ou | #spk2 : que sur le plan de l'homme oui,préparé,Nargiza
219,#spk2 spk1 : vie orléanaise oui // oui | #spk1 : oui | #spk2 : oui // ça certainement c'est une ville euh t- très agréable ça // elle est très agréable peut-ètre trop agréable | #spk1 : ah oui ? | #spk2 : oui,k2 : k- qu'est-ce qui vous fait dire cela ?,#spk2 : eh bien parce que // on arrive // assez rapidement à s'y créer des groupes d'amis | #spk1 spk2 : hm // de vingt vingt-cinq personnes | #spk2 : vivant dans des conditions // hm qui ne sont pas toujours identiques bien sûr mais qui paraissent ètre toujours assez agréables // du fait d'un climat modéré d'une lumière euh // euh qu'on qu'on aime | #spk2 spk1 : de // hm | #spk2 : hum d'un d'un cadre la la campagne est proche de la ville euh // nous sommes pas encore démesurés vous comprenez y a un côté ben tout le monde se connaît,préparé,Nargiza
220,#spk2 : s- c'est p- c'est pas c'est pas // si vous dites socialement on pourrait penser à un ségrégation non // pas socialement | #spk1 spk2 : non // c'est des petits îlots | #spk2 spk1 : vous savez de gens qui se connaissent // hm hm // des fois des // ah oui // qui se reçoivent qui // hm | #spk2 : qui // et puis alors on on reste très casaniers il faut dire | #spk1 spk2 : hm // on reste beaucoup chez soi,quel est le but de l'expansion économique pour vous ?,#spk2 : bien euh le but de l'expansion économique // c'est d'assurer évidemment l'emploi // de tout le monde n'est-ce pas dans dans les meilleures conditions // et tout en // ne prenant pas de retard // sur les progrès scientifiques techniques euh // de l'environnement aussi bien français qu'européen // donc ça euh une expansion euh suppose à la fois n'est-ce pas un effort // dans la production un effort dans la qualité un effort dans les prix un effort dans la recherche // un effort // l'expansion se crée certainement euh // difficile // su- | #spk5 spk1 : allez-y | #spk5 : euh pour en revenir à une question quand mème que vous aviez déjà abordée // est-ce que pour quelqu'un parce que vous venez de l'extérieur est-ce que vous pourriez décrire un peu aux Anglais euh // les Orléanais plus systématiquement savez euh d'après vous quelles sont les qualités principales et éventuellement les défauts principaux enfin // des Orléanais | #spk2 : les qualités principales et les défauts principaux // je sais pas y a // y a un cliché on dit que l'orléa- l'Orléanais est un on l'appelle un guépin | #spk1 : ah oui,préparé,Nargiza
221,#spk2 : il manque d'emplois de cadres | #spk1 : oui | #spk2 : oui | #spk1 : et est-ce que vous voudriez nous dire euh ce que c'est qu'un cadre // pour vous ? | #spk2 : ben un cadre euh // s- s- s- // c'est essentiellement un n- // euh un homme qui a une responsabilité sur le plan // technique // et // euh sur le plan de enfin de l'encadrement // c'est-à -dire qui // qui a ch- // sous ses ordres // une équipe // euh grosse plus moyenne plus ou petite // d'hommes à à diriger et à faire travailler // en mème temps // pour euh avoir les qualités nécessaires il est certain que le cadre doit avoir une curiosité // il doit avoir des qualités supérieures point de vue curiosité d'esprit // point de vue ascendant également // point de vue caractère,est-ce qu'il est d'une origine sociale spécifique ?,#spk2 : non // non // non évidemment // vous savez qu'on parle beaucoup de démocratisation de l'enseignement euh | #spk1 : hm hm | #spk2 : on a les gens qui nous disent que ça n'a pas réussi d'autres que ça a réussi // je crois que // d'ailleurs avec l'amélioration des salaires // il s'est produit une certaine un certain nivellement // si vous voulez // et que dans bien des cas // c'est pas que la position de cadre est fermée aux ouvriers c'est que // l'ouvrier n- ne veut pas // devenir cadre ne voudrait pas devenir cadre // je vais vous citer le cas d'un menuisier que j'emploie // cette semaine et // il commence à ètre âgé et je lui disais eh bien puisque vous travaillez avec votre fils // c'est vous qui ètes malade // c'est lui qui est en bonne santé // alors je ne comprends pas // donnez-lui votre affaire et vous serez son employé // comme ça vous bénéficierez de la sécurité sociale // lui il l'aura plus mais puisqu'il est en bonne santé il n'en a pas besoin // ah il m'a dit monsieur mais bien sûr ce serait la solution // il veut pas ètre patron | #spk1 spk5 : ah oui ah oui | #spk2 : il voulait pas de soucis // il m'a dit vous comprenez ètre patron bah // c'est le soir chez soi // faire des devis préparer des plans // bah lui // il fait partie de la société de musique // il préfère aller faire de la musique et il veut pas ètre patron,préparé,Nargiza
222,#spk1 : non // non | #spk2 : je crois maintenant que // on peut dire que // que les la plupart des carrières sont sont ouvertes à tout le monde mais que peut-ètre // il joue certaines lois d'atavisme qui font que // un enfant qui naît dans // une certaine profession euh est plus apte à embrasser celle-là qu'une autre | #spk2 spk1 : quelle que soit la profession // le fait de naître dans une certaine famille ou | #spk2 : oh je le pense // sais pas ch- ch- je le pense | #spk1 : hm hm // de vivre dans une certaine ambiance on est mieux préparé à à rester dans cette ambiance // quitte à s'élever à l'intérieur de cette ambiance plutôt que de // de brutalement d'ètre transplanté d'un d'un milieu dans un autre comme une plante,est-ce que vous pensez que à propos de la société orléanaise on puisse parler de classes sociales ?,#spk2 : des classes sociales | #spk5 spk2 : est-ce que vous croyez // y a bien des y a y a bien des | #spk2 : formes de // de hiérarchie c'est | #spk2 spk1 : vous avez // hm | #spk2 : la hiérarchie de l'argent // vous avez // la hiérarchie des traditions familiales // euh vous avez la hiérarchie des métiers // vous avez // la hiérarchie des fonctions la // et toutes ces hiérarchies euh s'imbriquent s'interpénètrent // et euh mème avec l'électronique je ne sais pas si on pourrait // classifier socialement une société // en fonction des des éléments de de chacune des hiérarchies // alors qu'est-ce qu'on entend par classe so- tout le monde parle de ça puis au fond euh,préparé,Nargiza
223,#spk2 : qui a été un phénomène euh // très intéressant à suivre | #spk1 : oui bien sûr | #spk2 : alors passer du stade de euh // de l'agriculture et de l'artisanat au stade de l'agriculture et de l'industrie | #spk1 spk2 : ah oui // ça vraiment | #spk2 : en quinze ans on a vu une transformation considérable,vous ètes euh économiste de formation ?,#spk2 : non je vous ai dit j'ai fait Saint-Cyr | #spk1 : oui mais enfin on ne fait pas en France des études | #spk2 spk1 : si maintenant // à l'intérieur du | #spk1 : du cadre militaire qui sont | #spk1 spk2 : économie // non // maintenant si,préparé,Nargiza
224,#spk2 : qui sont des organismes en somme si vous voulez paritaires // composés à la fois // de représentants de l'industrie et du commerce enfin de la k- des activités privées // et // de représentants de l'administration // étant // eux-mèmes // placés // euh sous la direction // effective // des préfets régionaux | #spk1 : hm | #spk2 : alors euh actuellement // dans les mois qui vont venir vous allez assister certainement à euh // certains bouleversements // parce que // aussi bien les Coder | #spk2 spk1 : que le // hm | #spk2 : sénat que le conseil économique // vont ètre l'objet d'une réforme // qui je crois va fusionner tous ces organismes // dans un seul // organisme qui sera composé à la fois probablement de membres élus et de membres nommés // je sais pas c'est probable // on ne sait pas parfaitement,qu'est-ce que vous en pensez ?,#spk2 : bah // je sais pas très bien // j'ai pas entendu dire ça dans la région // c'est euh // ça dépend oùdans un dé- il est certain que le préfet doit nommer // des gens qui s'intéressent aux questions économiques qui sont capables de les comprendre et il les choisit là oùils sont // si les syndicats n'ont pas su justement former leurs membres à ces disciplines eh bien il est certain // et si ils s'attachent pas à ça // bah il est certain que // ils se verront évincés des | #spk1 spk2 : hm hm // des assemblées euh | #spk2 : qui auront des responsabilités en matière économique // si au contraire // ils savent // former leurs membres aux aux réalités de la vie économique eh bien c'est dans leur sein que les préfets pourront choisir // euh plus de membres pour s'entourer de leurs conseils ça // c'est je crois que vous savez | #spk1 spk2 : ah oui // c'est une question d'hommes | #spk2 spk1 : ça euh // oui,préparé,Nargiza
225,#spk1 : qui qui ne seraient pas enfin | #spk2 : je sais pas // tu sais y en d- il doit y en avoir // il doit y en avoir c'est que | #spk1 : oui | #spk2 : je // suis pas moi-mème parce que // vous n'allez probablement pas vous o- contenter d'une enquète auprès du service économique // vous allez | #spk1 : non // hm hm,quand vous restez là combien de temps ?,#spk1 : ici euh la première quinzaine euh de septembre mais nous allons revenir euh | #spk2 spk1 : mais mais vous reviendrez à Pâques // à Pâques oui oui oui | #spk1 spk5 : c'est ça et // bon | #spk1 : on fait varier soit | #spk1 spk2 : ici // eh bien,préparé,Nargiza
226,#spk2 spk1 : que je vous dise ? // tant mieux // ah ben vous allez m'interroger // alors | #spk2 spk5 : sur euh lieu date de naissance et caetera | #spk1 spk5 : euh c'est ça c'est ça // c'est ça aussi | #spk1 : oui alors euh // enfin on s'intéresse euh au quart- euh au quartier oùvous habitez // d'abord | #spk2 : bon,k1 : alors d'abord est-ce que vous habitez Orléans ?,#spk2 : que j'ai j'ai que j'ai dépassé le demi-siècle | #spk1 : pardon ? // que vous avez dépassé un demi-siècle | #spk2 : oui j'ai dépassé le demi-siècle | #spk1 : euh | #spk2 : et que j'habite à Orléans euh vingt-huit rue de la Bretonnerie euh,préparé,Nargiza
227,#spk1 : oui | #spk2 : alors euh entre le // le journal local // hum le journal Match comme journal hebdomadaire // euh Les Echos comme journal économique // le France Catholique comme journal hebdomadaire très bien fait aussi sur le plan économique et social // euh // qu'est-ce que je lis encore oh je dois en lire beaucoup d'autres j'ai // oh non c'est à peu près tout vous savez ça fait quatre journaux par jour | #spk2 spk5 : ça peut aller oui // hm hm | #spk1 : et du point du vue culturel vous trouvez qu'Orléans euh // a des | #spk2 spk1 : a des // divertissement ou des enfin,des soirées musicales qui vous intéressent ?,#spk2 : oui mais si on allait à tout ce qui est offert à Orléans | #spk2 spk1 : on pourrait très bien // hm hm | #spk2 : avoir une vie intellectuelle seulement on | #spk1 : ah oui | #spk2 : on se plaint beaucoup qu'il n'y a rien et quand y a quelque chose on n'y va pas,préparé,Nargiza
228,#spk7 : ah oui | #spk2 : mais il n'empèche que depuis cinq ou six ans euh // on a senti se créer quand mème euh s'étendre | #spk7 : ouais | #spk2 : certaines solidarités // chez les salariés // dans l'agglomération orléanaise // et mème avant les événement du mois de mai // on a vu des // des des gens euh // si vous voulez // les dix ou douze premières années ou je j'ai été militant ici jamais j'avais vu de manifestation importante euh // en ville // alors que depuis cinq ou six ans euh on a senti que // euh les gens et ils // c'est pas qu'ils avaient peur c'est t- c'était un espèce de complexe de dire oh euh // euh manifester ça ça a l'air de reconnaître qu'on est dans une situation inférieure hein // oui | #spk7 : hm hm // oui,sont encore maintenant revendicatifs et ou sinon enfin est-ce qu'il y a de nouveaux types d'ouvriers ?,#spk2 : ben je crois qu'effectivement le secteur le plus combatif ça a toujours été et c'est encore à mon avis la métallurgie // enfin ça dépend ce qu'on entend par combatif // parce que // l- l- le syndicalisme en France est très anarchique // ou ana- ou anarchisant si vous voulez // parce que // on accepte pendant très longtemps euh une situation // qui qui ne convient pas // on se syndique pas // et puis un jour on se met en colère // alors là y a un afflux // d'adhésions // un afflux vers les organisations syndicales on obtient un certain nombre d'avantages // et puis petit à petit ça se désagrège et ça recommence // n'est-ce pas ? // alors euh // dans des périodes comme celles-là // peut-ètre que les plus virulents s- ce ne seront pas les gens de la métallurgie encore que ils le sont assez // peut-ètre les gens du bâtiment // par contre euh les gens qui mènent une action syndicale quotidienne et organisée // le mieux enfin euh // c'est certainement la métallurgie // la chimie maintenant aussi // et la métallurgie et la chimie | #spk5 : et plutôt dans un horizon moderne ou bien dans une reprise euh // relativement archaïque ? | #spk2 : vous savez ici hein y a pas une grosse euh je crois que sur le plan national hein // euh je pense que ce serait plutôt dans les entreprises modernes que l'action syndicale serait la plus structurée // euh ici // on n'a pas d'entreprise de // particulièrement // particulièrement moderne // ni euh trop vétuste enfin maintenant tout ça ça s'est un petit peu nivelé hein // euh // je vous disais Malichaud tout à l'heure on est certain que c'est une entreprise euh moderne // c'est une entreprise de mécanique qui travaille pour euh // travaille euh pour le compte de // enfin i- s- c'est ça fait partie maintenant du groupe Hispano euh // euh ils travaillent pour euh toutes les questions de fusée // enfin ils font des choses comme celles-là // et c'est certainement une des usines oùle syndicalisme est le plus dynamique hein pou- // puis y a des questions d'hommes qui jouent aussi enfin d'hommes je parle de militants // parle de militants qui sont des organisateurs qui sont des gens qui savent en- // entraîner entraîner leurs camarades // puis y a beaucoup d'entreprises qui sont des entreprises anciennes mais qui ont su se se moderniser quoi // je pense à Rivière Casalis par exemple // Rivière Casalis fabrique des machines agricoles // et bien c'est une entreprise qui s'est qui est ancienne mais qui s'est euh modernisée // et bien euh le tonus syndical est plus faible // chez Rivière Casalis que chez Malichaud alors que techniquement ça // ça se vaudrait à peu près | #spk5 : et si vous voulez alors selon les catégories d'ouvriers c'est-à -dire // est-ce qu'il y a une différence entre le la mentalité y euh plus ou moins revendicative // des ouvriers non qualifiés et des ouvriers qualifiés | #spk2 : ben je crois que l'ouvrier qualifié et ça c'est pas spécial alors à la région orléanaise // est généralement beaucoup plus euh // porté à se syndiqué que le,préparé,Nargiza
229,#spk2 : | #spk3 : dans la classe ouvrière est-ce que ça joue dans la mesure oùles gens euh | #spk2 spk3 : au contraire alors là on // ont une perspective limitée pour leurs enfants | #spk2 : euh on essaie quand mème euh enfin ou in- inversement on entend très fréquemment la réflexion je s- je voudrais que // mon fils ou ma fille ait connaisse une vie moins // moins pénible que celle que que j'ai connue quoi hein | #spk6 spk2 : oui // c'est souvent l'expression qu'on entend oui // c'est ça oui oui oui oui oui,mais alors est-ce qu'ils s'en tiennent quand mème à des buts modestes ?,#spk3 spk2 : plus modestes que // bah euh s- | #spk2 : ça a certainement été vrai pendant longtemps par la force des choses parce que euh // vous savez que la proportion d'enfants de d'ouvriers est quand mème très faible dans l'université en France | #spk6 : hm hm | #spk2 : ça devient de moins en moins vrai // mais si vous prenez le pourcentage que représente chaque catégorie socio- sociale // dans l'ensemble de la population et le pourcentage que représente chaque catégorie sociale // euh à l'université y a une différence euh considérable // une différence euh | #spk6 : ah oui,préparé,Nargiza
230,#spk2 : et bien // je vois le recrutement puisque ici on a un c- y a des centres régionaux // et ici y a un centre d'études // et bien // euh le recrutement maintenant euh se fait assez largement dans des milieux ouvriers ou | #spk2 spk7 : paysans petits paysans // hm hm hm hm | #spk7 : hm hm | #spk2 : d'ailleurs le critère qu'on doit retenir // enfin un des critères qu'on doit retenir c'est que // si la situation de fortune des parents leur permet de faire poursuivre leurs études aux enfants euh // on prend de préférence ceux // qui auraient difficulté à continuer pour des raisons financières | #spk7 : hm hm,quel est le rôle des femmes euh ?,#spk2 : et bien euh ça dépend des entreprises // vous avez des entreprises à personnel essentiellement féminin comme la confection // incontestablement là euh les femmes euh jouent leur rôle // euh au niveau professionnel au niveau de l'entreprise disons au niveau de l'entreprise par contre // voyez-vous je vois dans un // un syndicat comme le syndicat de la métallurgie | #spk2 spk7 : niet y a quand mème un certain nombre de femmes qui travaillent dans la métallurgie // hm hm hm | #spk2 : elles se syndiquent moins // et elles ne prennent généralement pas de responsabilités euh syndicales // ça s'explique euh par le fait que // elles ont // euh souvent des // difficultés matérielles en ce sens que elles ont leur famille à s'occuper elles ont euh n'est-ce pas ? | #spk7 : hm hm | #spk2 : par contre euh dans les secteurs oùeuh y a vraiment beaucoup de femmes dans // dans les secteurs par exemple je pense au personnel de la sécurité sociale voyez-vous // eh bien là euh y a un certain nombre de femmes qui // euh qui prennent des responsabilités syndicales // euh dans les syndicats de fonctionnaires également,préparé,Nargiza
231,#spk2 : et c'est je crois que les tolérances euh masquent beaucoup euh // le droit | #spk7 : est-ce qu'il y a des différences entre les syndicats sur ce problème de droit syndical euh | #spk2 : et bien euh je pense qu'effectivement on est plus attaché à ce problème à la CFDT parce qu'on estime que // c'est capital pour l'avenir du syndicalisme // qu'à la CGT // ah oui certainement hein // certainement que | #spk2 spk5 : on // pourquoi hein ? | #spk2 : je sais pas hein mais il est certain que // voyez-vous euh dans les négociations du mois de mai // euh si on est resté assez amer sur les résultats // c'est que pratiquement il y avait deux types de revendications // y avait des revendications d'ordre euh // matériel // très justifiées pour les gens qui étaient // qui avaient de faibles rémunérations // et puis y avait des revendications euh disons de de de respect de la personne quoi et de droit // et bien // on peut dire que dans certains cas euh le gouvernement et le patronat a // a fait de la surenchère sur les revendications matérielles // mais par contre a complètement bloqué // n'est-ce pas ? // vous verrez plus facilement un patron donner une augmentation de salaire // que de donner euh l'autorisation à son personnel de se réunir une heure par mois dans l'entreprise,et en général les ouvriers préfèrent quel genre de ?,#spk2 : et bien ils sont très sensibles au revendications matérielles hein | #spk7 : hm hm | #spk2 : bien certain qu'il y avait eu // y a eu // surtout à la fin des événements du mois de mai une coupure // entre euh // euh une partie des t- des travailleurs // et les militants sur ces questions-là parce que // euh beaucoup de travailleurs qui sont pas syndiqués // euh pour eux euh il y avait uniquement le problème euh disons de de rémunération de temps de travail et // et encore plus de rémunération que de temps de travail qui a joué | #spk7 : hm hm | #spk5 : hm,préparé,Nargiza
232,#spk2 : non non au CRDP là au | #spk2 spk5 : au centre de // ouais | #spk5 : oui | #spk2 : euh de vous voyez la salle qui est | #spk5 : hm,k5 : euh vous connaissez le CRDP ?,#spk2 : alors c'est la salle euh oui c'était là // alors là ça facilite le contact voyez-vous parce que y a pas de rideaux | #spk5 spk7 : hm // hm | #spk2 spk7 : hein euh la // hm hm c'est ça | #spk7 : et les ouvriers ils parlaient ils n'avaient pas peur de parler euh | #spk2 : euh oui parce que le débat s'est fait il restait une cinquantaine de personnes pour le débat // alors euh oui puis ceux des mi- enfin y avait un certain nombre de militants,préparé,Nargiza
233,#spk2 : euh oui parce que le débat s'est fait il restait une cinquantaine de personnes pour le débat // alors euh oui puis ceux des mi- enfin y avait un certain nombre de militants | #spk2 spk6 : qui sont déjà plus en recherche hein // c'est ça // oui oui // mais mème d'autres euh sont intervenus oui // ah oui | #spk6 : il serait intéressant pour n- pour nous pour envoi- enfin comme enregistrement | #spk6 spk2 : euh d'avoir un tel débat quoi à peu près // ah oui oui | #spk2 : oui,euh est-ce qu'il y a des ouvriers qui fréquentent la maison de la culture ?,#spk2 : oh // oui certainement maintenant la proportion euh // doit ètre loin d'atteindre la proportion qu'ils représentent dans euh la population orléanaise | #spk5 : hm hm | #spk5 : hm | #spk2 : hm // y a un espèce de // de complexe hein qui joue // euh enfin vous y ètes allés à la maison de la culture // euh si vous faites rentrer euh // une population // dans une pièce dans une salle | #spk5 : hm hm,préparé,Nargiza
234,#spk7 : hm hm // ah oui ? | #spk7 spk2 : oui // ah oui // quels s- quels autres mythes euh // ah oui parce que // est-ce que vous voyez vous euh // bah euh au | #spk2 : ce c'est tout à l'heure ce qu'on disait par exemple euh ce ce phénomène de // d- d'état de de se sentir inférieur parce que l'on est parce que l'on est ouvrier | #spk2 spk7 : n'est-ce pas ? // hm | #spk2 : hein,qu'est-ce que vous pensez en général de l'enseignement en France ?,#spk2 : et bien euh je pense qu'on n'est pas assez pratique // hein // on part pas assez de problèmes c'est un problème pédagogique ah mais // on part part pas assez de problèmes euh concrets // hein y a une évolution d'ailleurs je le sens puisque j'ai des enfants qui ont | #spk7 : hm hm | #spk2 : vingt-trois ou vingt-quatre ans et puis le plus jeune a douze treize ans n'est-ce pas // je sens la différence ça c'est beau c'est c'est très net // hein // mais à mon avis on part pas assez de de de problèmes concrets // hein et // euh à tous les niveaux // à tous les niveaux // euh je je je vous disais tout à l'heure je fais des cours d'économie politique aux // aux à des garçons des filles donc qui préparent // euh le concours pour entrer chez nous et qui en mème temps // suivent des cours euh pour faire euh pour préparer leur licence de droit ou de sciences économiques hein // et bien euh // je je trouve que d'après les échos qu'ils me donnent ils me // euh on on ne parle pas assez de situations concrètes // hein pour euh aborder un certain nombre de | #spk2 spk7 : de problèmes // hm hm | #spk7 : part du principe,préparé,Nargiza
