,previous_5_turn,question,next_5_turn,categorie,annotateur
315,#spk1 : hm hm | #spk2 : et puis alors ça dépend aussi des des sections d'enseignement // nous avons ici de l'enseignement technique // euh qui prépare au certificat d'aptitude professionnelle un centre d'apprentissage // et euh qui recrute plus facilement en milieu populaire // que des sections euh secondaires du genre euh section littéraire ou scientifique A ou C // qui // de mème que dans les lycées recrutent plutôt chez des gens qui ont déjà un certain bagage culturel // et souvent en mème temps une certaine situation sociale différente | #spk1 : hm // hm hm | #spk2 : ça se // c'est pareil faut pas dire que tous les garçons // qui préparent un certificat d'a- d'aptitude professionnelle viennent de milieu populaire // mais ils sont plus nombreux dans ces sections-là | #spk2 spk1 : que dans les sections traditionnelles // hm hm,dans l'enseignement catholique aussi ?,#spk2 : euh non je ne pense pas | #spk1 : non | #spk2 : non // c'est-à -dire que ce qui était // ce qui présentait un cycle d'enseignement complet de la sixième jusqu'à la classe terminale // peut continuer à vivre // actuellement de cette façon // euh donc ça n'oblige pas à couper des établissements // en fait // euh il y a quelque chose qui se passe quand mème c'est que l- la création des CES // d'un côté séparés des lycées de second cycle // d'un autre côté // correspond à l'esprit de la réforme de l'enseignement // euh on a des lycées nombreux parce qu'on y présente beaucoup de sections beaucoup d'options différentes // alors // euh nous sommes obligés de suivre un peu // le mème rythme // c'est-à -dire que on a des second cycle // plus nombreux // et que par conséquent lorsqu'on a déjà sept classes de seconde par exemple à l'entrée en second cycle // euh // il y a une séparation de fait qui s'opère // pour pas avoir une unité trop grosse // si l'on veut avoir des unités de de quatre ou cinq cents élèves // on est obligé mème s'ils vivent dans les mèmes locaux ou s'ils sont dans la mème école // de les séparer autant que possible // alors sans qu'il y ait de CES distincts et ou à direction distincte // euh // on en vient plus // que par le passé // à avoir une unité pédagogique autour du premier cycle // l'équivalent de ce que fait un CES // et une unité pédagogique un peu différente autour du second cycle | #spk1 : hm hm | #spk2 : l'équivalent du du niveau lycée,spontané,Nargiza
316,#spk2 : non // c'est-à -dire que ce qui était // ce qui présentait un cycle d'enseignement complet de la sixième jusqu'à la classe terminale // peut continuer à vivre // actuellement de cette façon // euh donc ça n'oblige pas à couper des établissements // en fait // euh il y a quelque chose qui se passe quand mème c'est que l- la création des CES // d'un côté séparés des lycées de second cycle // d'un autre côté // correspond à l'esprit de la réforme de l'enseignement // euh on a des lycées nombreux parce qu'on y présente beaucoup de sections beaucoup d'options différentes // alors // euh nous sommes obligés de suivre un peu // le mème rythme // c'est-à -dire que on a des second cycle // plus nombreux // et que par conséquent lorsqu'on a déjà sept classes de seconde par exemple à l'entrée en second cycle // euh // il y a une séparation de fait qui s'opère // pour pas avoir une unité trop grosse // si l'on veut avoir des unités de de quatre ou cinq cents élèves // on est obligé mème s'ils vivent dans les mèmes locaux ou s'ils sont dans la mème école // de les séparer autant que possible // alors sans qu'il y ait de CES distincts et ou à direction distincte // euh // on en vient plus // que par le passé // à avoir une unité pédagogique autour du premier cycle // l'équivalent de ce que fait un CES // et une unité pédagogique un peu différente autour du second cycle | #spk1 : hm hm | #spk2 : l'équivalent du du niveau lycée | #spk1 : hm hm // hm | #spk2 : mais enfin le la la carte scolaire elle-mème // je ne pense pas qu'elle soit remaniée // à cause de cette distinction // elle se elle se modifie selon la la demande euh selon les les demandes des familles évidemment mais // c'est plutôt à partir de cela,les années récentes ?,#spk2 : euh ce qui ce qu'il y a // non je crois pas qu'il y ait d'école nouvelle qui se soit construite // euh il y a seulement // des écoles qui étaient des écoles primaires // sur lesquelles se développent petit à petit // un CEG ou un CES // c'est-à -dire qu'ils // ces écoles conservent leurs élèves // au niveau de l'entrée en sixième et éventuellement en trouvent d'autres // et créent une première année une classe de sixième la deuxième année une classe de cinquième // et puis continuent de cette façon-là au moins jusqu'à la troisième | #spk1 : hm hm | #spk2 : c'est plutôt ce ce processus qui est suivi que celui de la la création pure et simple | #spk1 : hm hm | #spk2 : je pense pas // que // au moins dans le Loiret // il y ait eu d'école euh nouvelle implantée dans les dernières années,spontané,Nargiza
317,#spk2 : il est en lycée vous allez bien nous le prendre // et ils sont tout étonnés de voir qu'on a les mèmes exigences qu'un lycée pour l'admission // parce qu'on veut pas prendre de de croûtes ou de garçons qui ne // qui ne qui ne suivront pas alors les parents ont pensé un peu à nous comme une // une bouée de sauvetage puis ils s'aperçoivent que // non c'est pas là notre // notre caractère propre | #spk1 : hm hm | #spk2 : par contre certains évidemment tiennent à // à un certain climat éducatif // euh // et puis à ce qu'on suive leur garçon on ça les les garçons y sont sensibles // mème ceux qui qui sont passés d'une école à l'autre d'un lycée | #spk2 spk1 : à chez nous // hm | #spk2 : ou de chez nous au lycée // à un certain contact euh plus plus fréquent // entre les enseignants et eux // pour certains bah c'est oppressif // et ils ne l- ils ne lè- ils ne le goûtent pas du tout ils ont l'impression qu'on est toujours sur leur dos // et quand ils arrivent au lycée ils disent ouf // enfin on n'a plus toujours quelqu'un sur son dos // pour d'autres ils ont l'expérience contraire en disant bah j'ai commencé mes études j'étais complètement perdu // on me laissait un peu à moi-mème je suis venu ici j'ai trouvé une ambiance différente // plus sympathique et on s'est occupé de moi et // on m'a sorti du pétrin,remplirait pas les conditions d'admission ?,#spk2 spk1 : alors y a y a parfois des // qu'il reçoive un enseignement qui | #spk2 : un élève qui est pas bien doué normalement // doit trouver une section qui correspond à ses capacités | #spk1 : hm hm | #spk2 : s'il est pas doué pour préparer un baccalauréat // il préparera un brevet d'études professionnelles // ou un certificat d'aptitude professionnelle aux différents | #spk2 spk1 : niveaux de l'enseignement technique // ah oui,spontané,Nargiza
318,#spk1 : ah oui | #spk2 : alors comme il n- on ne peut pas espérer // un retour // en arrière au moins rapide // il faut que nous nous orientions vers autre chose // et le centre de gué- // les centres de recherche nous paraissent tout désignés puisque alors eux emploient cet effectif de cadres que nous cherchons à employer et à développer ici | #spk1 : hm // hm | #spk2 : hm | #spk1 : euh quelles sortes de nouvelles industries ou de nouvelles entreprises donc est-ce que vous // vous voudriez voir euh s'établir ici // à part euh,à part les centres de recherche ?,#spk1 : les centres de recherche oui | #spk2 : ben // ça c'est assez difficile à veni- à dire à partir du moment oùje vous ai dit qu'au fond nous n'étions pas tellement riches en main-d'oeuvre | #spk2 spk1 : mais enfin // en main-d'oeuvre oui | #spk2 : il faut penser qu'y a des jeunes // classes qui arrivent | #spk1 : oui,spontané,Nargiza
319,#spk2 : alors c'est pas la peine d'aller au devant // du danger // euh lorsque soi-mème on n'est quand mème pas sûr on n'est pas certain d'employer tous ses enfants hein | #spk1 : non c'est vrai | #spk2 : n'est-ce pas c'est // on ne refuse personne mais enfin // on préfère employer les nôtres | #spk5 : bien sûr | #spk1 : est-ce qu'on peut vous demander comment vous voyez le développement // d'Orléans // à l'avenir ? // est-ce que vous voyez euh une ville euh,k2 : de deux cent mille habitants ou ?,#spk2 : on parle euh je je crois effectivement que // on ne peut pas ne pas voir // une ville de deux cent mille habitants // et on c'est à peine parler de l'av- de l'avenir ça // une ville de deux cent mille habitants à Orléans // ça se produira dans // nous le verrons enfin | #spk1 : oui | #spk2 : si vous voulez dans // dans les quinze ans à venir // c'est donc pas de l'avenir // ce qu'on peut se demander c'est si // Orléans deviendra // une très grande ville // ou deviendra un faubourg de Paris // je pense qu'avec euh // le plan actuel de développement de l'agglomération parisienne au long de la Seine // nos chances sont meilleures // de pour permettre un développement // plus autonome // d'Orléans | #spk1 : hm hm // oui | #spk2 : ou euh à ce moment-là euh quels seront les effectifs ? euh on ne sait pas // sait pas ça dé- // s- ça dépendra euh // du coefficient d'augmentation,spontané,Nargiza
320,#spk5 : est-ce que vous croyez que les différentes catégories euh de la population euh // ont le mème genre de qualités et de défauts ou bien est-ce que vous voyez la | #spk5 spk2 : différence euh ? // non à peu près oui | #spk2 : oh // oh oui // oh oui je crois à peu près // à peu près // à peu près | #spk1 spk2 : bah évidemment suivant que le l'Orléanais est issu | #spk2 : de la Beauce ou qu'il est issu de la Sologne euh // il est possible que son caractère soit un petit peu différent tout d'abord physiquement euh sur le plan physique oui // ceux qui sont issus de la Beauce // se se rapprochent plus d'une population nordique // ceux qui sont issus de Sologne se rapprochent certainement plus d'une population méridion- non euh // du centre sur le plan physique,et du point de vue mentalité ?,#spk2 : eh bien ça influe certainement oui ça doit tout de mème influer sur la mentalité // peut-ètre // oui | #spk1 : la dernière fois je crois // que vous nous aviez dit qu'il manque ici // de cadres // à Orléans est-ce que | #spk2 spk1 : oui si je vous le répète oui // cette fois-ci | #spk1 : oui | #spk2 : il manque d'emplois de cadres,spontané,Nargiza
321,#spk2 : oui j'ai suivi le développement d'Orléans à une période très intéressante | #spk1 : oui | #spk2 : vraiment une période de mutation | #spk1 : oui | #spk2 : qui n'est pas terminée d'ailleurs,mutation de quel état ?,#spk1 spk2 : d'Orléans // ah ben mutation d'abord dans les effectifs | #spk2 spk1 : mutation // oui | #spk2 : euh dans les structures // et évidemment mutation dans le développement des communes suburbaines | #spk2 spk1 : par rapport à Orléans // ah oui | #spk2 : qui a été un phénomène euh // très intéressant à suivre,spontané,Nargiza
322,#spk1 : oui // oui // est-ce que vous croyez euh // que maintenant // l'enseignement devrait ètre doublé peut-ètre plus de | #spk2 spk1 : il le fait // de questions de | #spk2 : il le fait | #spk2 spk1 : je crois qu'effectivement le // oui | #spk2 : euh l- il y a maintenant des // dans l'enseignement des secteurs // oùon étudie euh les statistiques euh l'économie euh // d'une façon très approfondie,euh qu'est-ce que vous en pensez ?,#spk2 : oui justement là là je j'aimerais mieux que vous vous in- que vous interrogiez quelqu'un de plus calé que moi // parce que | #spk2 spk1 : notamment à l'université // ouais | #spk2 : vous avez à l'université des gens prestigieux // euh la personne du recteur entre autres qui n'est peut-ètre // qui a maintenant beaucoup | #spk2 spk1 : d'autres choses à faire // vous ètes pas vraiment qualifié | #spk1 : mais peut-ètre qu'aussi vous avez vous-mème des enfants qui euh,spontané,Nargiza
323,#spk2 spk1 : ah oui bah // difficultés // et et ça se alors ça ça se c'est un mot électoral hein // et qui n'est pas // ça // oui c'est ça | #spk1 : oui c'est ça // comme un autre | #spk2 : ah au point actuel // il est possible que ce ne soit que ça parce que y a un manque de préparation | #spk1 : hm hm // hm // sur un plan que vous connaissez euh sans doute très bien euh euh comité d'expansion // régional // et Coder | #spk2 :,est-ce que enfin il y a interaction entre les deux ?,#spk2 : oui certainement oui | #spk1 : est-ce que vous pourriez nous dire euh // nous &ré-argumenter les le | #spk1 spk2 : la différence entre maintenant // eh bien | #spk1 : entre les deux | #spk2 : bien les comités // d'expansion régionaux // sont de création plus ancienne,spontané,Nargiza
324,#spk1 : bon // euh je ne sais pas si on pourrait enfin // vous sé- vous disposez encore de quelques minutes | #spk1 spk2 : ou euh // si vous voulez | #spk1 : euh s- c'est pour une chose euh enfin // vous pouvez // vous ètes entièrement libre de refuser évidemment mais // ça nous intéresse d'avoir sur euh les personnes que nous interrogeons // euh certains détails personnels | #spk2 spk1 : ah bon // euh | #spk1 : enregistrés sur bande ou non comme vous voulez est-ce que,k5 : vous acceptez ou ?,#spk2 : moi j'ai rien de caché vous savez | #spk1 : alors // qu'est-ce que vous voulez | #spk2 spk1 : que je vous dise ? // tant mieux // ah ben vous allez m'interroger // alors | #spk2 spk5 : sur euh lieu date de naissance et caetera | #spk1 spk5 : euh c'est ça c'est ça // c'est ça aussi,spontané,Nargiza
325,#spk2 spk1 : je suis pas bien loin // d'Eure-et-Loire // oui et oui // ah oui | #spk1 : et votre famille est | #spk2 spk1 : est également d'Eure-et-Loire // d'Eure-et-Loire | #spk1 : oui | #spk2 : et orléanaise à la fois,oui et votre père aussi était militaire ?,#spk2 : non pas du tout pas du | #spk2 spk1 : tout // non | #spk2 : il était // comment je sais pas comment vous dire en fran- comment on appelle ça en France mais enfin si vous voulez euh // le monsieur qui vit à la campagne dans une grande maison sans sans grande activité euh voilà | #spk2 spk1 : hm hm hm hm hm | #spk1 : hm // et vous ètes euh d'une grande famille c'est-à -dire vous avez beaucoup de,spontané,Nargiza
326,#spk5 : | #spk1 : oui effectivement // effectivement il faut attendre pour euh | #spk2 spk1 : il faut attendre pour vous dire la date à laquelle il y rentre oui // oui la date exacte | #spk1 : oui | #spk2 spk1 : hm hm // oui,je suppose que vous avez l'intention de rester à Orléans maintenant ?,#spk2 : eh bien oui j'ai l'intention de rester à Orléans mais // encore tout le temps de mon activité puis après | #spk2 spk1 : je repartirai // oui | #spk2 : probablement en Eure-et-Loire | #spk1 : ah oui | #spk2 : oui,spontané,Nargiza
327,#spk2 spk1 : je repartirai // oui | #spk2 : probablement en Eure-et-Loire | #spk1 : ah oui | #spk2 : oui | #spk1 spk2 : pour prendre votre retraite oui oui // à la campagne pour prendre ma retraite à la campagne bien sûr,euh votre euh éducation vous nous avez dit déjà Saint-Cyr mais avant Saint-Cyr ?,#spk2 : mais mon dieu vous savez on entre à Saint-Cyr assez jeune // alors euh avant Saint-Cyr eh bien j'ai fait mes études euh à Chartres et puis à l'école Sainte Geneviève à Versailles et | #spk2 spk1 : puis // ah oui | #spk2 : Saint-Cyr et puis euh | #spk1 : et puis Saint-Cyr | #spk2 spk1 : et // oui,spontané,Nargiza
328,#spk1 : oui // oui | #spk2 spk5 : | #spk1 : ah oui | #spk2 : oui | #spk1 : euh // et // des questions euh enfin euh // toutefois des // bien sur un plan // euh moins professionnel // que vos vos loisirs si vous en avez si vous disposez de quelques loisirs euh // quels sont les journaux // que vous estimez,k2 : quels sont les j- les journaux que je lis ?,#spk1 : oui s'il vous plaît | #spk2 : ben voilà si si on avait le courage de tout lire on serait très calé vous savez | #spk1 : oui | #spk2 : alors euh entre le // le journal local // hum le journal Match comme journal hebdomadaire // euh Les Echos comme journal économique // le France Catholique comme journal hebdomadaire très bien fait aussi sur le plan économique et social // euh // qu'est-ce que je lis encore oh je dois en lire beaucoup d'autres j'ai // oh non c'est à peu près tout vous savez ça fait quatre journaux par jour | #spk2 spk5 : ça peut aller oui // hm hm,spontané,Nargiza
329,#spk2 : oui mais si on allait à tout ce qui est offert à Orléans | #spk2 spk1 : on pourrait très bien // hm hm | #spk2 : avoir une vie intellectuelle seulement on | #spk1 : ah oui | #spk2 : on se plaint beaucoup qu'il n'y a rien et quand y a quelque chose on n'y va pas,ah bon et vous ?,#spk2 : c'est pareil | #spk1 : c'est pareil oui vous n'y allez pas | #spk2 : oh si j'y vais | #spk2 spk1 : de temps en temps // vous allez à Paris | #spk1 : peut-ètre,spontané,Nargiza
330,#spk1 : c'est pareil oui vous n'y allez pas | #spk2 : oh si j'y vais | #spk2 spk1 : de temps en temps // vous allez à Paris | #spk1 : peut-ètre | #spk1 spk2 : quelquefois pour euh // mais non pas non jamais,vous distraire non ?,#spk2 : jamais | #spk1 : non jamais ? | #spk2 : je m'ennuie à Paris non non | #spk2 spk1 : ce c'est // non | #spk2 : voir tous ces gens qui courent et qui sont excités,spontané,Nargiza
331,#spk2 spk1 : ce c'est // non | #spk2 : voir tous ces gens qui courent et qui sont excités | #spk2 spk1 : moi ça me va ça // ah oui | #spk1 : ah oui oui oui | #spk2 : non non je je les plains beaucoup les Parisiens et j'ai pas du tout envie d'y aller,euh vous avez mentionné la France Catholique c'est-à -dire que vous ètes catholique ?,#spk2 : ah oui | #spk1 : oui | #spk2 : oui | #spk1 : oui | #spk2 : oui,spontané,Nargiza
332,#spk1 : oui | #spk2 : oui | #spk1 : oui | #spk2 : oui | #spk1 : euh // et je crois que c'est tout,k1 : euh vous voyez autre chose ?,#spk5 : non | #spk1 : non ? | #spk2 : alors voilà | #spk1 : alors alors je vous rassure | #spk2 spk1 : vous voyez y a pas de secret dans tout ça,spontané,Nargiza
333,#spk2 : le Limousin euh ces régions là // alors là certainement // et puis euh disons au point de vue industries qu'on est certainement mieux implanté // enfin la CFDT est certainement mieux implantée dans la métallurgie que dans la chimie par exemple // tout au moins dans la chimie traditionnelle // c'est-à -dire je parle du du caoutchouc encore que chez Michelin à Clermont-Ferrand maintenant // euh la CFDT est à peu près à égalité avec la CGT | #spk7 : ça tiendrait à quoi cela hein ? | #spk2 : comment ? | #spk7 : ça cela tiendrait à quoi le fait que la CFDT est plus implantée dans la métallurgie que dans | #spk2 : bah c'est-à -dire je crois que si vous voulez le // à l'origine hein le on peut bien dire que le travail dans les usines // de chimie c'est-à -dire que c'était surtout le caoutchouc à l'origine hein // euh à présent au contraire c'est une industrie qui demande beaucoup de // de techniciens // à l'origine euh le y avait beaucoup plus de manoeuvres certainement // et alors il est certain que à cette époque-là // la CGT recrutait davantage que la CFDT ou la CFTC à l'époque dans ce milieu // du point de vue socié- sociologique euh // n'est-ce pas ? // euh et alors c'est c'est resté oui il est resté je vois par exemple dans le Loiret // y a à Montargis une usine // de // de pneus enfin de caoutchouc Hutchinson // eh bien // euh la CGT est largement majoritaire // voyez-vous ? // euh // ici il y a une usine Michelin mais là alors le syndicalisme n'y pénètre pas // problème de d'entreprise ça // et mais sans quoi dans les usines de dans les laboratoires par exemple // ces laboratoires pharmaceutiques se développent beaucoup // un laboratoire pharmaceutique quand on arrive à f- faire pénétrer une organisation syndicale // là la CFDT y tient sa place comme la CGT // et dans les industries dans la pétrochimie dans ces choses là maintenant la CFDT // euh n'a pas une position équivalente à celle de la CGT mais assez proche quand mème,dans quels types d'entreprises par exemple ?,#spk2 : bah voyez-vous prenez enfin c'est p- c'est pas une industrie là mais prenez le personnel euh communal par exemple // ça représente quand mème du monde y a douze ou treize cents personnes qui travaillent // euh // pour le compte de la ville d'Orléans // euh nous n'avons absolument aucune euh implantation // alors que la CGT a un syndicat // y a aussi un syndicat autonome car y a un certain nombre de syndicats autonomes | #spk2 spk5 : hein ? // oui | #spk2 : euh au point de vue industrie je sais pas si ici à part peut-ètre // non je vois pas dans le bâtiment peut-ètre oh et encore euh vous savez // la syndicalisation // en France est quand mème relativement peu importante // est relativement peu importante hein le taux de | #spk2 spk5 : syndicalisation // oui | #spk2 : est peu important // et encore moins important dans le secteur privé // que dans le secteur public,spontané,Nargiza
334,#spk2 : tout à fait normale d'ailleurs pour simplement de de défendre leurs intérèts // oui | #spk7 : oui // est-ce que vous pourriez alors // peut-ètre euh // euh // continuer sur cette question de de l'entreprise // et des rapports patron ouvrier dans l'entreprise selon la // la grandeur de l'entreprise les différentes mentalités | #spk2 spk6 : oui // que cela | #spk6 spk2 : cela peut entraîner // alors // ça | #spk2 : y a bien sûr une question de taille de l'entreprise qui joue il est certain que la grande entreprise en général // admet beaucoup mieux l'organisation syndicale // c'est d'ailleurs // j'allais dire plus intelligent // parce que il vaut mieux avoir un interlocuteur que d'en avoir euh une multiplicité // donc quand y a une organisation syndicale // on sait à qui s'adresser encore que il existe effectivement un certain nombre de grandes entreprises // oùle syndicalisme en France rencontre d'assez grosses difficultés // c'est le cas je vous le disais tout à l'heure de Michelin // euh Michelin à part à Clermont-Ferrand oùle syndicalisme a réussi à pénétrer // la plupart du temps // chez Michelin euh // c'est le cas chez Citroën // c'est le cas chez Citroën // enfin euh vous voyez y a un certain nombre de grosses entreprises mais en général // la grosse entreprise admet très bien euh l'organisation syndicale // enfin è- elle est moins // euh c'est l'entreprise familiale souvent qui au contraire euh // euh // crée des difficultés enfin l'entreprise jusqu'à cent cinquante deux cents personnes deux cents salariés,et sur Orléans y a rien ?,#spk2 : alors sur Orléans // sur Orléans nous avons // eu des difficultés avec Michelin on avait réussi à s'implanter au début et euh // il y a eu des difficultés des camarades licenciés enfin ça et ça a coupé l'affaire // une autre entreprise importante ici c'est Thermor enfin ça s'appelle la Cepem maintenant // c'est une usine qui fabrique des matériels électro- des appareils électroménagers // moi j'ai connu de nombreux cas de camarades euh à qui on a dit euh // il va falloir choisir entre le syndicat et la maison // ou on leur disait euh ben on vous nommerait bien à tel poste mais // pour ça il faudrait que vous cessiez d'avoir des activités syndicales | #spk6 : hm hm | #spk2 : et y a eu aussi là des licenciements de syndicalistes // alors ça marque euh ça marque | #spk2 spk6 : euh // hm hm | #spk2 : ce qui fait que sur Orléans il y a quand mème un certain nombre d'entreprises comme celle-là,spontané,Nargiza
335,#spk2 : alors les laboratoires aussi oùon a de grosses difficultés par exemple au laboratoire Sandoz | #spk3 : hm hm | #spk2 : une personne qui était // euh déléguée dans cette entreprise depuis très longtemps elle travaillait assise // parce qu'elle avait hm les jambes // quand elle a été élue déléguée sur une liste syndicale tant qu'elle a été élue déléguée sur une liste // euh // indépendante elle n'a pas eu de difficultés // le jour oùelle a été élue déléguée sur une liste syndicale on l'a remise à un poste debout | #spk7 : hm hm | #spk2 : alors vous comprenez pourquoi la syndicalisation est faite comment // ça incite les gens à se débrouiller par leurs propres moyens // système D euh d'ailleurs // la la variété des salaires dans une mème entreprise à à des postes identiques euh // c'est c'est quelque chose d'extraordinaire hein,oùeuh les f- les facilités accordées aux syndicats sont les plus importantes ?,#spk2 : bah c'est-à -dire que enfin soit qu'ils aient réussi à s'imposer soit que la direction euh soit plus compréhensive // euh // parce que je pense par exemple à une entreprise oùle syndicat joue très bien son rôle // c'est l'établissement Malichaud // parce que vraiment euh le syndicat s'est imposé alors là y a un taux de syndicalisation de près de cinquante pourcents | #spk7 : hm hm | #spk2 : n'est-ce pas | #spk7 : hm hm | #spk2 : euh je pense euh également euh malgré que ce soit l'entreprise oùla grève a commencé en premier // à Unelec à Saint-Jean-de-Braye qui est une usine du groupe de la compagnie générale d'électricité // euh // sans quoi ben ma foi le syndicat est admis dans beaucoup d'entreprises et i- on le reconnaît comme interlocuteur // euh à la régie Renault par exemple euh // euh à un filiale de la régie Renault qui est en face l'usine la régie Renault les Coussinets minces euh // à // mème à Montargis chez Hutchinson euh // euh l- le syndicat arrive à // à jouer son rôle // à l'autre dans l'autre magasin là chez Francis // on euh on a eu moins de difficultés si vous voulez les syndicalistes ont eu moins de difficultés,spontané,Nargiza
336,#spk2 : n'est-ce pas ? qui le font | #spk7 : ils le font | #spk2 : en tant qu'homme quoi hein // oui | #spk7 : euh vous quand l- quand vous employez le terme ouvrier est-ce qu'est-ce que ça recouvre exactement euh | #spk2 : ben ce pour moi ce si vous voulez ça va // hm // assez assez haut dans la,k5 : dans la hiérarchie professionnelle dans la qualification professionnelle n'est-ce pas ?,#spk2 : euh je je pense que euh // euh s- pratiquement ça recouvre euh tous ceux qui ont euh une tâche euh // surtout manuelle // mais // il est bien certain que quand on parle de mentalité ouvrière nous nous souhaitons que // euh un certain nombre de de de d'em- d'employés enfin si vous voulez ce ce serait plus large à ce moment-là | #spk7 : ah oui | #spk2 : euh // mais mais c'est toujours pareil y a un certain nombre de gens qui euh // par le travail qu'ils font // veulent pas euh dire // j'appartiens à la classe ouvrière // c'est pas mon o- pour moi volontiers la classe ouvrière c'est tous les salariés | #spk7 : hm // ah oui | #spk2 : par contre euh pour beaucoup ils admettent d'ètre syndiqués mais le mot ouvrier les choque,spontané,Nargiza
337,#spk2 : parce qu'il y a beaucoup de tolérance // vous voyez les cotisations syndicales on les collecte quand mème dans l'entreprise // euh // les journaux syndicaux on arrive à les vendre dans l'entreprise // et puis tant qu'il y a pas de trop gros problèmes il dit rien n'est-ce pas // alors y a beaucoup de tolérance // comme celle-là qui masque euh // le le droit // hm n'est-ce pas ? // euh je vois par exemple euh // en ce qui concerne les horaires dans l'administration // les horaires dans l'administration // fonctionnaires sont tenus à un horaire de quarante-cinq heures hein // et bien il est certain que peu d'administrations respectaient cet horaire de quarante-cinq heures // et ce qui fait que quand on a mis dans nos revendications au mois de mai la réduction de la durée du temps de travail // un certain nombre comprenait pas | #spk7 : hm hm | #spk2 : et c'est je crois que les tolérances euh masquent beaucoup euh // le droit | #spk7 : est-ce qu'il y a des différences entre les syndicats sur ce problème de droit syndical euh | #spk2 : et bien euh je pense qu'effectivement on est plus attaché à ce problème à la CFDT parce qu'on estime que // c'est capital pour l'avenir du syndicalisme // qu'à la CGT // ah oui certainement hein // certainement que,k5 : pourquoi hein ?,#spk2 : je sais pas hein mais il est certain que // voyez-vous euh dans les négociations du mois de mai // euh si on est resté assez amer sur les résultats // c'est que pratiquement il y avait deux types de revendications // y avait des revendications d'ordre euh // matériel // très justifiées pour les gens qui étaient // qui avaient de faibles rémunérations // et puis y avait des revendications euh disons de de de respect de la personne quoi et de droit // et bien // on peut dire que dans certains cas euh le gouvernement et le patronat a // a fait de la surenchère sur les revendications matérielles // mais par contre a complètement bloqué // n'est-ce pas ? // vous verrez plus facilement un patron donner une augmentation de salaire // que de donner euh l'autorisation à son personnel de se réunir une heure par mois dans l'entreprise | #spk5 : hm // et en général les ouvriers préfèrent quel genre de ? | #spk2 : et bien ils sont très sensibles au revendications matérielles hein | #spk7 : hm hm | #spk2 : bien certain qu'il y avait eu // y a eu // surtout à la fin des événements du mois de mai une coupure // entre euh // euh une partie des t- des travailleurs // et les militants sur ces questions-là parce que // euh beaucoup de travailleurs qui sont pas syndiqués // euh pour eux euh il y avait uniquement le problème euh disons de de rémunération de temps de travail et // et encore plus de rémunération que de temps de travail qui a joué,spontané,Nargiza
338,#spk2 : hein // alors une population très variée hein comprenant tout hein hein // les ouvriers vont toujours s'asseoir au fond de la salle // hein | #spk5 spk2 : bon | #spk2 : c'est mais c'est c'est c'est // hein c'est automatique bon // à la maison de la culture y a très peu de places | #spk2 spk5 : hein dans la // oui | #spk2 : dans la pièce d'accueil là en bas y a très peu de places // l'ou- l'ouvrier qui rentre là et qui voit que presque toutes les places sont déjà occupées // il fait le tour de la salle et il repart // il aura pas enfin souvent // dans la majorité des cas euh i- il osera pas hein,est-ce que vous pouvez préciser un petit peu enfin euh ?,#spk2 : oui ben je crois que hm // il se sent pas à son aise hein | #spk2 spk5 : il se sent pas à son c'est c'est pas son // peut-ètre expliquer pourquoi enfin | #spk2 : c'est p- c'est pas son milieu habituel il fait un espèce de complexe quoi il se dit euh | #spk7 spk5 : est-ce qu'il y a une différence // qu'est-ce | #spk2 : ça ça sera de moins en moins vrai remarquez je crois au fur et à mesure que // euh l'enseignement euh permettra aux jeunes euh,spontané,Nargiza
339,#spk5 : non | #spk2 : je crois c'est s- // c'est c'est plutôt psychologique hein | #spk5 : et la décoration de la maison par exemple // ça donne la façon | #spk5 spk2 : dont est // je crois pas voyez-vous | #spk2 : que ce soit ça hein parce que,à quoi alors plutôt ?,#spk2 : non mais je vous dis il a le sentiment que // mais mais mème le le fait euh si vous voulez ça on peut pas le reprocher qu'il y ait // beaucoup de livres euh de hein // euh // s- si il sent | #spk2 spk5 : que il est pas i- i- // hm hm | #spk2 : il est pas prèt à // à à pouvoir saisir tout ça euh | #spk7 : oui | #spk5 : par exemple pour un tableau est-ce que vous croyez que // pour pouvoir apprécier un tableau il faut // une éducation scolaire,spontané,Nargiza
340,#spk5 : ben ce qu'il serait possible pour vous euh | #spk2 spk5 : parce que euh par exemple // soit on va manger après | #spk2 : on pourrait se retrouver un soir euh ici vers euh sept heures moins le quart jusqu'à huit heure et quart | #spk6 spk3 : oui ce serait très très bien oui // hm // oui | #spk7 : hm hm,est-ce qu'on peut fixer un jour ou ?,"#spk2 spk5 : ben j'aimerais autant si vous voulez // ça ça serait // oui oui bien bien sûr | #spk2 : ce serait // ce serait //
alors //
 d'abord je vous demande pardon | #spk7 : quoi ? | #spk2 : c'est que | #spk6 : euh c'est trop grand",spontané,Nargiza
341,#spk2 : euh soit mème qui résident ici et qui soient professeurs euh | #spk7 : ah oui ah oui // hm hm | #spk2 : comme en particulier monsieur NPERS | #spk7 : ah oui monsieur enfin NPERS oui | #spk2 spk7 : oui c'est ça // oui,est-ce qu'il est ici en ce moment ?,#spk2 : je ne sais pas hein je vous dis j'ai pas j'ai pas | #spk2 spk7 : repris de contact euh // je l'ai rencontré au mois de | #spk7 : euh mars euh avril de cette année | #spk2 : c'est ça | #spk7 : et on avait euh // promis de se de se revoir très tôt et puis euh nous à cause des événements de mai on n'a pas voulu euh,spontané,Nargiza
