,previous_5_turn,question,next_5_turn,categorie
0,#spk4 : monsieur,depuis combien de temps habitez-vous Orléans ?,#spk1 : oh ça fait neuf ans depuis dix neuf cent soixante | #spk4 : vous vous plaisez à Orléans ? | #spk1 : oui et non | #spk4 : pourquoi ça ? | #spk1 : bah parce que // j'ai // j'ai toujours euh // je suis Lorrain // alors j'ai // je suis né en Lorraine et puis j'ai toujours été en Lorraine // et je préfère la Lorraine à l'Orléanais,préparé
1,#spk4 : monsieur | #spk4 : depuis combien de temps habitez-vous Orléans ? | #spk1 : oh ça fait neuf ans depuis dix neuf cent soixante,vous vous plaisez à  Orléans ?,#spk4 : pourquoi ça ? | #spk1 : bah parce que // j'ai // j'ai toujours euh // je suis Lorrain // alors j'ai // je suis né en Lorraine et puis j'ai toujours été en Lorraine // et je préfère la Lorraine à l'Orléanais | #spk4 : et est-ce que vous comptez rester à Orléans ? | #spk1 : oh je suis obligé par ma profession | #spk4 : Hm,préparé
2,#spk4 : monsieur | #spk4 : depuis combien de temps habitez-vous Orléans ? | #spk1 : oh ça fait neuf ans depuis dix neuf cent soixante | #spk4 : vous vous plaisez à  Orléans ? | #spk1 : oui et non,pourquoi ça ?,#spk1 : bah parce que // j'ai // j'ai toujours euh // je suis Lorrain // alors j'ai // je suis né en Lorraine et puis j'ai toujours été en Lorraine // et je préfère la Lorraine à l'Orléanais | #spk4 : et est-ce que vous comptez rester à Orléans ? | #spk1 : oh je suis obligé par ma profession | #spk4 : hm | #spk4 :,spontané
et qui a perdu son bébé",0
1360,#spk2 : euh un très mauvais souvenir scolaire ben disons avec le temps tout devient  même les mauvais souvenirs deviennent bon non je vais chercher euh pff.|#spk2 : oui enfin je sais qu'il y avait des cours d'anglais où on était terrorisés un petit peu on avait un prof euh bon qui doit être à la retraite maintenant donc je peux en parler euh mais et vraiment il nous terrorisait enfin c'était un peu la la vieille école euh et sinon on a un prof de math aussi qui était euh  oui oui oui par rapport aux élèves non c'est pas euh|#spk1 : ou par rapport à je sais pas quelque chose qui aurait pu se passer il  y a pas de  et un très bon souvenir vous avez  et un très bon souvenir vous avez quelque chose qui vous a frappée en positif ou a été|,et autrement pendant votre scolarité euh vous avez appris euh plusieurs enfin des langues étrangères ça c'est évident euh qu'est-ce que vous avez ?,"#spk2 : anglais euh et espagnol et euh bon anglais euh que j'aimais pas trop et et espagnol non c'est une langue que j'aimais beaucoup.|#spk1 : et maintenant dans ces langues là et en plus euh en portugais vous bon en portugais vous vous débrouillez mais en espagnol et en anglais vous pouvez vous débrouiller tenir une conversation ?|#spk2 : en anglais impossible  c'est absolument impossible euh d'ailleurs u- une année j'étais en vacances au portugal et il y avait un un groupe bon j'étais dans un restaurant et il y avait un groupe d'américains à côté qui euh donc la la dame disait en an- en anglais ""ah la fameuse soupe de poisson portugaise !"" et c'était pas du tout une soupe de poisson c'était une soupe de choux.|#spk2 : euh donc bon j'ai pas j'ai pas voulu engager la conversation et puis après elle cherchait le goût elle disait enfin je je comprenais qu'elle disait ""ca a pas le goût du poisson."" bon je me suis lancée euh là j'ai réussi à lui dire euh dans un anglais absolument épouvantable ""mais non c'est pas une soupe de poisson c'est une soupe"" mais alors impossible de lui dire chou alors c'était ""green legumos"" enfin bon c'était euh bon j'exagère mais je je enfin je pourrais pas soutenir une conversation en anglais quoi !|",spontané
1361,#spk2 : oui enfin je sais qu'il y avait des cours d'anglais où on était terrorisés un petit peu on avait un prof euh bon qui doit être à la retraite maintenant donc je peux en parler euh mais et vraiment il nous terrorisait enfin c'était un peu la la vieille école euh et sinon on a un prof de math aussi qui était euh  oui oui oui par rapport aux élèves non c'est pas euh|#spk1 : ou par rapport à je sais pas quelque chose qui aurait pu se passer il  y a pas de  et un très bon souvenir vous avez  et un très bon souvenir vous avez quelque chose qui vous a frappée en positif ou a été|#spk2 : non je c'était un peu des crises de fou rire euh avec les copines le vendredi après-midi où on avait pas cours enfin on avait un trou dans l'emploi du temps et c'était euh c'était un peu le défoulement et les crises de fou rire donc ça m'a un peu ça m'est ça m'est un peu resté.|#spk1 : et autrement pendant votre scolarité euh vous avez appris euh plusieurs enfin des langues étrangères ça c'est évident euh qu'est-ce que vous avez ?|,et maintenant dans ces langues là et en plus euh en portugais vous bon en portugais vous vous débrouillez mais en espagnol et en anglais vous pouvez vous débrouiller tenir une conversation ?,"#spk2 : en anglais impossible  c'est absolument impossible euh d'ailleurs u- une année j'étais en vacances au portugal et il y avait un un groupe bon j'étais dans un restaurant et il y avait un groupe d'américains à côté qui euh donc la la dame disait en an- en anglais ""ah la fameuse soupe de poisson portugaise !"" et c'était pas du tout une soupe de poisson c'était une soupe de choux.|#spk2 : euh donc bon j'ai pas j'ai pas voulu engager la conversation et puis après elle cherchait le goût elle disait enfin je je comprenais qu'elle disait ""ca a pas le goût du poisson."" bon je me suis lancée euh là j'ai réussi à lui dire euh dans un anglais absolument épouvantable ""mais non c'est pas une soupe de poisson c'est une soupe"" mais alors impossible de lui dire chou alors c'était ""green legumos"" enfin bon c'était euh bon j'exagère mais je je enfin je pourrais pas soutenir une conversation en anglais quoi !|#spk1 : et euh qu'est-ce que alors vos é- vos études après vous les avez faites où qu'est-ce que vous avez suivi comme études ?|#spk2 : prof je crois de dès la troisième enfin|",spontané
1362,"#spk1 : et autrement pendant votre scolarité euh vous avez appris euh plusieurs enfin des langues étrangères ça c'est évident euh qu'est-ce que vous avez ?|#spk2 : anglais euh et espagnol et euh bon anglais euh que j'aimais pas trop et et espagnol non c'est une langue que j'aimais beaucoup.|#spk1 : et maintenant dans ces langues là et en plus euh en portugais vous bon en portugais vous vous débrouillez mais en espagnol et en anglais vous pouvez vous débrouiller tenir une conversation ?|#spk2 : en anglais impossible  c'est absolument impossible euh d'ailleurs u- une année j'étais en vacances au portugal et il y avait un un groupe bon j'étais dans un restaurant et il y avait un groupe d'américains à côté qui euh donc la la dame disait en an- en anglais ""ah la fameuse soupe de poisson portugaise !"" et c'était pas du tout une soupe de poisson c'était une soupe de choux.|",et euh qu'est-ce que alors vos é- vos études après vous les avez faites où qu'est-ce que vous avez suivi comme études ?,#spk2 : prof je crois de dès la troisième enfin||,spontané
1363,0,et euh donc bon maintenant pour euh au niveau vie privée donc vous avez deux enfants c'est ça  ils ont quel âge ?,#spk2 : euh cinq ans et demi comme ils disent et trois ans et demi.|#spk1 : c'est des petits garçons petites filles ?  et comment ils s'appellent ?|#spk2 : alors le plus grand cvcvvc et le petit euh cvcvc.|#spk1 : hum hum et euh enfin pour l'instant ils sont encore à l'école euh|,spontané
1364,#spk2 : et euh bon j'étais dans une z- enfin j'étais pas à lille exactement à roubaix à côté en zep donc c'est vrai que c'était pas toujours facile bon puisque c'était euh bon des conditions difficiles mais en même temps euh c'est des élèves qui étaient très attachants et puis au niveau enseignants on était très très soudés bon pour un petit peu faire face et euh   donc là non ça euh professionnellement ça se passait bien.|#spk1 : et euh donc bon maintenant pour euh au niveau vie privée donc vous avez deux enfants c'est ça  ils ont quel âge ?|,c'est des petits garçons petites filles ?,#spk1 :   et comment ils s'appellent #spk2 : alors le plus grand cvcvvc et le petit euh cvcvc.|#spk1 : hum hum et euh enfin pour l'instant ils sont encore à l'école euh|#spk2 : maternelle donc c'est vrai que cette année c'est tranquille parce qu'ils sont tous les deux euh bon l'an dernier le petit était en cr- euh à la crèche donc il fallait un petit peu euh faire le va-et-vient entre l'école la crèche et cette année ils sont tous les deux au même endroit donc c'est vrai qu'au niveau euh organisation c'est c'est tranquille.|#spk1 : et ils ça se passe bien ils aiment bien aller à l'école ?|,spontané
1365,#spk2 : et euh bon j'étais dans une z- enfin j'étais pas à lille exactement à roubaix à côté en zep donc c'est vrai que c'était pas toujours facile bon puisque c'était euh bon des conditions difficiles mais en même temps euh c'est des élèves qui étaient très attachants et puis au niveau enseignants on était très très soudés bon pour un petit peu faire face et euh   donc là non ça euh professionnellement ça se passait bien.|#spk1 : et euh donc bon maintenant pour euh au niveau vie privée donc vous avez deux enfants c'est ça  ils ont quel âge ?|#spk1 : c'est des petits garçons petites filles,  et comment ils s'appellent ?,#spk2 : alors le plus grand cvcvvc et le petit euh cvcvc.|#spk1 : hum hum et euh enfin pour l'instant ils sont encore à l'école euh|#spk2 : maternelle donc c'est vrai que cette année c'est tranquille parce qu'ils sont tous les deux euh bon l'an dernier le petit était en cr- euh à la crèche donc il fallait un petit peu euh faire le va-et-vient entre l'école la crèche et cette année ils sont tous les deux au même endroit donc c'est vrai qu'au niveau euh organisation c'est c'est tranquille.|#spk1 : et ils ça se passe bien ils aiment bien aller à l'école ?|,spontané
1366,#spk2 : euh cinq ans et demi comme ils disent et trois ans et demi.|#spk1 : c'est des petits garçons petites filles ?  et comment ils s'appellent ?|#spk2 : alors le plus grand cvcvvc et le petit euh cvcvc.|#spk1 : hum hum et euh enfin pour l'instant ils sont encore à l'école euh|,et ils ça se passe bien ils aiment bien aller à l'école ?,#spk2 : pff oui enfin ils y vont parce que il faut y aller euh ils préfèrent les vacances ils euh euh le plus petit ça se passe mieux mais c'est vrai que le grand la première année d'école maternelle il a eu un petit peu de euh de mal à s'adapter.|#spk1 : ils sont rentrés euh à trois ans ou à  et avant ils étaient à la crèche  et autrement  au niveau euh j'allais dire activités euh est-ce que vous faites des loisirs est-ce que vous faites du sport de la musique ?|#spk2 : non du sport non mais je ne désespère pas et euh non rien de vraiment précis bon euh je je sors je vais au cinéma bon je lis beaucoup mais euh rien de vraiment précis.|#spk1 : vous  regardez la télé ou ?|,spontané
1367,#spk2 : alors le plus grand cvcvvc et le petit euh cvcvc.|#spk1 : hum hum et euh enfin pour l'instant ils sont encore à l'école euh|#spk2 : maternelle donc c'est vrai que cette année c'est tranquille parce qu'ils sont tous les deux euh bon l'an dernier le petit était en cr- euh à la crèche donc il fallait un petit peu euh faire le va-et-vient entre l'école la crèche et cette année ils sont tous les deux au même endroit donc c'est vrai qu'au niveau euh organisation c'est c'est tranquille.|#spk1 : et ils ça se passe bien ils aiment bien aller à l'école ?|,ils sont rentrés euh à trois ans ou à  et avant ils étaient à la crèche  et autrement  au niveau euh j'allais dire activités euh est-ce que vous faites des loisirs est-ce que vous faites du sport de la musique ?,#spk2 : non du sport non mais je ne désespère pas et euh non rien de vraiment précis bon euh je je sors je vais au cinéma bon je lis beaucoup mais euh rien de vraiment précis.|#spk1 : vous  regardez la télé ou ?|#spk2 : pff pas trop.|#spk1 : les informations peut-être ?|,poubelle
1368,#spk2 : maternelle donc c'est vrai que cette année c'est tranquille parce qu'ils sont tous les deux euh bon l'an dernier le petit était en cr- euh à la crèche donc il fallait un petit peu euh faire le va-et-vient entre l'école la crèche et cette année ils sont tous les deux au même endroit donc c'est vrai qu'au niveau euh organisation c'est c'est tranquille.|#spk1 : et ils ça se passe bien ils aiment bien aller à l'école ?|#spk2 : pff oui enfin ils y vont parce que il faut y aller euh ils préfèrent les vacances ils euh euh le plus petit ça se passe mieux mais c'est vrai que le grand la première année d'école maternelle il a eu un petit peu de euh de mal à s'adapter.|#spk1 : ils sont rentrés euh à trois ans ou à  et avant ils étaient à la crèche  et autrement  au niveau euh j'allais dire activités euh est-ce que vous faites des loisirs est-ce que vous faites du sport de la musique ?|,vous  regardez la télé ou ?,#spk2 : pff pas trop.|#spk1 : les informations peut-être ?|#spk2 : oui les informations bon c'est vrai que le soir je passe beaucoup de temps à lire des histoires aux petits donc euh souvent c'est eux qui m'endorment je crois mais euh.|#spk1 : et autrement qu'est-ce que v- quand vous allez au cinéma qu'est-ce que vous aimez euh voir comme type de films est-ce que vous y alliez vous y allez un peu souvent enfin je sais pas.|,spontané
1369,#spk2 : pff oui enfin ils y vont parce que il faut y aller euh ils préfèrent les vacances ils euh euh le plus petit ça se passe mieux mais c'est vrai que le grand la première année d'école maternelle il a eu un petit peu de euh de mal à s'adapter.|#spk1 : ils sont rentrés euh à trois ans ou à  et avant ils étaient à la crèche  et autrement  au niveau euh j'allais dire activités euh est-ce que vous faites des loisirs est-ce que vous faites du sport de la musique ?|#spk2 : non du sport non mais je ne désespère pas et euh non rien de vraiment précis bon euh je je sors je vais au cinéma bon je lis beaucoup mais euh rien de vraiment précis.|#spk1 : vous  regardez la télé ou ?|,les informations peut-être ?,#spk2 : oui les informations bon c'est vrai que le soir je passe beaucoup de temps à lire des histoires aux petits donc euh souvent c'est eux qui m'endorment je crois mais euh.|#spk1 : et autrement qu'est-ce que v- quand vous allez au cinéma qu'est-ce que vous aimez euh voir comme type de films est-ce que vous y alliez vous y allez un peu souvent enfin je sais pas.|#spk2 : euh là j'y retourne un peu plus parce que c'est vrai que jusqu'ici j'avais euh j'avais pas tellement le temps ou je le prenais pas je je sais pas bon.||,poubelle
1370,#spk2 : enfin assez vite quoi j'avais quand même sept huit ans mais bon c'est vrai c'est le souvenir euh que je garde donc c'était quand même une assez grande maison euh au départ c'était à fonsorbes puis après euh ça a été saint-orens on s'est rapproché puis bon là c'est le nord de de toulouse et bon donc c'est vrai que c'est toujours des des maisons assez confortables quoi.|,et vous avez des frères et soeurs ou ?,#spk2 : j'ai un frère donc c'est vrai qu'ils étaient très attachés aux études ils voulaient ils nous ont poussés euh à faire des études pour pas qu'on euh bon pour qu'on s'élève socialement bon c'était important pour eux et donc c'est vrai que mon frère a fait des études aussi bon.|#spk1 : et qu'est-ce qu'il fait maintenant si c'est pas indiscret ?|#spk2 : alors il est euh il est dans l'armée donc euh au début c'est ça euh enfin il y est arrivé un petit peu par hasard bon par contre c'est c'est maintenant devenu une vocation même si au départ c'était un peu pas par accident mais enfin par hasard quoi.|#spk1 : et là vous habitez où maintenant vous ?|,spontané
1371,#spk2 : enfin assez vite quoi j'avais quand même sept huit ans mais bon c'est vrai c'est le souvenir euh que je garde donc c'était quand même une assez grande maison euh au départ c'était à fonsorbes puis après euh ça a été saint-orens on s'est rapproché puis bon là c'est le nord de de toulouse et bon donc c'est vrai que c'est toujours des des maisons assez confortables quoi.|#spk2 : et puis bon sinon mes parents bon ben c'était le euh un peu le euh le type euh le clicher portugais si on peut dire le bon travailleur très attaché au travail euh c'est euh bon et puis voilà.|#spk1 : et vous avez des frères et soeurs ou ?|,et qu'est-ce qu'il fait maintenant si c'est pas indiscret ?,#spk2 : alors il est euh il est dans l'armée donc euh au début c'est ça euh enfin il y est arrivé un petit peu par hasard bon par contre c'est c'est maintenant devenu une vocation même si au départ c'était un peu pas par accident mais enfin par hasard quoi.|#spk1 : et là vous habitez où maintenant vous ?|#spk2 : euh moi j'habite à toulouse.|#spk1 : une maison un appartement ?|,spontané
1372,#spk2 : et puis bon sinon mes parents bon ben c'était le euh un peu le euh le type euh le clicher portugais si on peut dire le bon travailleur très attaché au travail euh c'est euh bon et puis voilà.|#spk1 : et vous avez des frères et soeurs ou ?|#spk2 : j'ai un frère donc c'est vrai qu'ils étaient très attachés aux études ils voulaient ils nous ont poussés euh à faire des études pour pas qu'on euh bon pour qu'on s'élève socialement bon c'était important pour eux et donc c'est vrai que mon frère a fait des études aussi bon.|#spk1 : et qu'est-ce qu'il fait maintenant si c'est pas indiscret ?|,et là vous habitez où maintenant vous ?,#spk2 : euh moi j'habite à toulouse.|#spk1 : une maison un appartement ?|#spk2 : un appartement malheureusement mais mais je ne désespère pas.|#spk1 : pourquoi vous vous avez un peu une nostalgie de la maison ?|,spontané
1373,#spk2 : j'ai un frère donc c'est vrai qu'ils étaient très attachés aux études ils voulaient ils nous ont poussés euh à faire des études pour pas qu'on euh bon pour qu'on s'élève socialement bon c'était important pour eux et donc c'est vrai que mon frère a fait des études aussi bon.|#spk1 : et qu'est-ce qu'il fait maintenant si c'est pas indiscret ?|#spk2 : alors il est euh il est dans l'armée donc euh au début c'est ça euh enfin il y est arrivé un petit peu par hasard bon par contre c'est c'est maintenant devenu une vocation même si au départ c'était un peu pas par accident mais enfin par hasard quoi.|#spk1 : et là vous habitez où maintenant vous ?|,une maison un appartement ?,#spk2 : un appartement malheureusement mais mais je ne désespère pas.|#spk1 : pourquoi vous vous avez un peu une nostalgie de la maison ?|#spk2 : mais bon c'est vrai que j'ai des enfants qui sont petits et puis euh c'est vrai que quand ils vont chez mes parents il y a un grand jardin donc c'est euh c'est un petit peu alors dans l'appartement j'ai l'impression qu'ils sont un petit peu à l'étroit et euh  enfin c'est plus pour mes enfants que p- pour moi j'avoue.|#spk2 : c'est plus par rapport euh  c'est un petit appartement oui parce qu'il est près euh bon parce qu'on est assez bien situé du du côté des des minimes euh donc c'est vrai que comme il est près de toutes les commodités bon du coup on tombait dans des appartements  bon c'est un appartement neuf qui bon les appartements neufs sont assez euh sont pas très spacieux quand ils sont bien placés quoi.|,spontané
1374,#spk2 : alors il est euh il est dans l'armée donc euh au début c'est ça euh enfin il y est arrivé un petit peu par hasard bon par contre c'est c'est maintenant devenu une vocation même si au départ c'était un peu pas par accident mais enfin par hasard quoi.|#spk1 : et là vous habitez où maintenant vous ?|#spk2 : euh moi j'habite à toulouse.|#spk1 : une maison un appartement ?|,pourquoi vous vous avez un peu une nostalgie de la maison ?,#spk2 : mais bon c'est vrai que j'ai des enfants qui sont petits et puis euh c'est vrai que quand ils vont chez mes parents il y a un grand jardin donc c'est euh c'est un petit peu alors dans l'appartement j'ai l'impression qu'ils sont un petit peu à l'étroit et euh  enfin c'est plus pour mes enfants que p- pour moi j'avoue.|#spk2 : c'est plus par rapport euh  c'est un petit appartement oui parce qu'il est près euh bon parce qu'on est assez bien situé du du côté des des minimes euh donc c'est vrai que comme il est près de toutes les commodités bon du coup on tombait dans des appartements  bon c'est un appartement neuf qui bon les appartements neufs sont assez euh sont pas très spacieux quand ils sont bien placés quoi.|#spk1 : et euh pour votre scolarité où est-ce que vous l'avez faite enfin vous l'avez faite à toulouse mais dans quel quartier ?|#spk2 : alors toute p- euh ma première maternelle et mes deux premières années de primaire c'était euh je me souviens plus j'ai hont- euh saint-michel enfin l'écol- je me souviens pas du nom de le de l'école mais bon c'était le quartier saint-michel donc après c'était à saint-lys à côté de fonsorbes.|,spontané
1375,#spk1 : une maison un appartement ?|#spk2 : un appartement malheureusement mais mais je ne désespère pas.|#spk1 : pourquoi vous vous avez un peu une nostalgie de la maison ?|#spk2 : mais bon c'est vrai que j'ai des enfants qui sont petits et puis euh c'est vrai que quand ils vont chez mes parents il y a un grand jardin donc c'est euh c'est un petit peu alors dans l'appartement j'ai l'impression qu'ils sont un petit peu à l'étroit et euh  enfin c'est plus pour mes enfants que p- pour moi j'avoue.|,et euh pour votre scolarité où est-ce que vous l'avez faite enfin vous l'avez faite à toulouse mais dans quel quartier ?,#spk2 : alors toute p- euh ma première maternelle et mes deux premières années de primaire c'était euh je me souviens plus j'ai hont- euh saint-michel enfin l'écol- je me souviens pas du nom de le de l'école mais bon c'était le quartier saint-michel donc après c'était à saint-lys à côté de fonsorbes.||,spontané
1376,0,et la musique vous en écoutez est-ce que vous aimez ça est-ce que vous en écoutez pas plus que ça ?,#spk2 : j'en écoute je crois en faisant le ménage mais euh sans plus quoi  non je suis pas une une fan de musique.|#spk1 : et autrement euh pendant vos vos vacances qu'est-ce que vous faites enfin est-ce que vous restez sur toulouse est-ce que vous vous voyagez un peu ?|#spk2 : ben pendant les grandes vacances on part à la mer puisque que ce soit moi ou mon compagnon on est euh on a besoin de la mer bon  on part ou à la mer ou euh ou à la montagne bon euh mais c'est vrai qu'on a une préférence pour la mer.|#spk1 : et vous pa- vous en france ou vous allez des fois au portugal ?|,préparé
1377,#spk2 : et euh ben j'aime bien aller euh voir les films à l'utopia  ou bon des fois j'aime bien voir des films euh grands publics comme on dit bon le dernier film que je suis allé voir c'était astérix et obélix et euh bon celui d'avant c'était millénium mambo non ça j'aime bien un peu tout sauf les films d'horreur qui  qui me font très peur.|#spk1 : et la musique vous en écoutez est-ce que vous aimez ça est-ce que vous en écoutez pas plus que ça ?|,et autrement euh pendant vos vos vacances qu'est-ce que vous faites enfin est-ce que vous restez sur toulouse est-ce que vous vous voyagez un peu ?,#spk2 : ben pendant les grandes vacances on part à la mer puisque que ce soit moi ou mon compagnon on est euh on a besoin de la mer bon  on part ou à la mer ou euh ou à la montagne bon euh mais c'est vrai qu'on a une préférence pour la mer.|#spk1 : et vous pa- vous en france ou vous allez des fois au portugal ?|#spk2 : là ces dernières années on partait en france parce qu'avec les petits bon c'était plus euh bon plus pratique mais euh bon sinon c'est vrai qu'avant je partais euh plus souvent au portugal euh alors pas forcément chez la famille bon euh.|#spk2 : on a visité le l'ensemble du portugal c'est vrai qu'on a eu la chance d'avoir des parents qui nous ont un peu euh un peu sortis euh du du cadre familial enfin qui ont bien voulu faire du du tourisme en ba- ils nous embarquaient dans des musées dans des euh alors qu'ils étaient pas forcément ils avaient pas un niveau culturel euh enfin ils avaient un niveau culturel primaire quoi mais euh.|,préparé
1378,#spk2 : et euh ben j'aime bien aller euh voir les films à l'utopia  ou bon des fois j'aime bien voir des films euh grands publics comme on dit bon le dernier film que je suis allé voir c'était astérix et obélix et euh bon celui d'avant c'était millénium mambo non ça j'aime bien un peu tout sauf les films d'horreur qui  qui me font très peur.|#spk1 : et la musique vous en écoutez est-ce que vous aimez ça est-ce que vous en écoutez pas plus que ça ?|#spk2 : j'en écoute je crois en faisant le ménage mais euh sans plus quoi  non je suis pas une une fan de musique.|#spk1 : et autrement euh pendant vos vos vacances qu'est-ce que vous faites enfin est-ce que vous restez sur toulouse est-ce que vous vous voyagez un peu ?|,et vous pa- vous en france ou vous allez des fois au portugal ?,#spk2 : là ces dernières années on partait en france parce qu'avec les petits bon c'était plus euh bon plus pratique mais euh bon sinon c'est vrai qu'avant je partais euh plus souvent au portugal euh alors pas forcément chez la famille bon euh.|#spk2 : on a visité le l'ensemble du portugal c'est vrai qu'on a eu la chance d'avoir des parents qui nous ont un peu euh un peu sortis euh du du cadre familial enfin qui ont bien voulu faire du du tourisme en ba- ils nous embarquaient dans des musées dans des euh alors qu'ils étaient pas forcément ils avaient pas un niveau culturel euh enfin ils avaient un niveau culturel primaire quoi mais euh.|#spk2 : c'est vrai qu'ils on eu le goût un peu de euh  oui ils étaient assez curieux donc on a eu la chance un petit peu de d'avoir euh enfin d'avoir eu cette curiosité d'aller voir un petit peu ailleurs et euh non sinon ces dernières années c'était euh c'était en france.|#spk1 : oui enfin avec des petits c'est toujours un peu plus|,spontané
1379,0,et euh qu'est-ce que vous faisiez comme activité après l'école est-ce que vous rentriez chez v- vous rentriez chez vous vous jouiez avec des autres enfants de l'école enfin je sais pas qu'est-ce que ?,#spk2 : euh je jouais avec les enfants du voisi- enfin je parle de l'école primaire hein ?  euh je jouais avec les enfants du voisinage bon j'avais pas d'activité euh bon sportive ou artistique ou ça non.|#spk2 : mais bon c'est vrai que euh je jouais beaucoup avec les les petits les petits voisins puisqu'il y avait pas mal d'enfants de mon âge et euh alors c'était dans les euh dans ces euh bon qui sont maintenant vieux je sais même pas si ils si ils existent toujours les appartement de du grand boulevard saint-michel alors il y avait des petites cours euh intérieures et c'est vrai qu'on jouait beaucoup euh on jouait beaucoup là.|#spk1 : et au collège  où est-ce que vous étiez ?|#spk2 : alors le collège ça a été euh collè- de du collè- de la sixième à la terminale collège-et lycée bellevue donc  oui là j'en garde un très bon souvenir parce que c'était un cadre euh très agréable enfin le lycée bellevue il y a il y a  beaucoup d'espace il y a un très grand parc euh au bout du lycée le collège euh bon le collège c'était des bâtiments neufs euh donc c'était un peu moins spacieux mais j'en garde un très bon souvenir.|,poubelle
1380,#spk2 : et euh mais après les activités j'avoue j'ai j'ai du mal à me souvenir  c'é- c'était une école euh à l'époque on était que des filles donc je crois que c'était à la transition encore  ouais.|,euh je jouais avec les enfants du voisi- enfin je parle de l'école primaire hein ?,#spk2 :   euh je jouais avec les enfants du voisinage bon j'avais pas d'activité euh bon sportive ou artistique ou ça non.#spk2 : mais bon c'est vrai que euh je jouais beaucoup avec les les petits les petits voisins puisqu'il y avait pas mal d'enfants de mon âge et euh alors c'était dans les euh dans ces euh bon qui sont maintenant vieux je sais même pas si ils si ils existent toujours les appartement de du grand boulevard saint-michel alors il y avait des petites cours euh intérieures et c'est vrai qu'on jouait beaucoup euh on jouait beaucoup là.|#spk1 : et au collège  où est-ce que vous étiez ?|#spk2 : alors le collège ça a été euh collè- de du collè- de la sixième à la terminale collège-et lycée bellevue donc  oui là j'en garde un très bon souvenir parce que c'était un cadre euh très agréable enfin le lycée bellevue il y a il y a  beaucoup d'espace il y a un très grand parc euh au bout du lycée le collège euh bon le collège c'était des bâtiments neufs euh donc c'était un peu moins spacieux mais j'en garde un très bon souvenir.|#spk2 : et alors je me souviens alors je m'en rends compte maintenant que c'était un système euh assez intéressant où le jeudi après-midi on avait euh on avait pas cours euh classique si on peut dire mais c'était des activités qui étaient organisées.|,non-question
1381,#spk2 : et euh mais après les activités j'avoue j'ai j'ai du mal à me souvenir  c'é- c'était une école euh à l'époque on était que des filles donc je crois que c'était à la transition encore  ouais.|#spk1 : et euh qu'est-ce que vous faisiez comme activité après l'école est-ce que vous rentriez chez v- vous rentriez chez vous vous jouiez avec des autres enfants de l'école enfin je sais pas qu'est-ce que ?|#spk2 : euh je jouais avec les enfants du voisi- enfin je parle de l'école primaire hein ?  euh je jouais avec les enfants du voisinage bon j'avais pas d'activité euh bon sportive ou artistique ou ça non.|,et au collège  où est-ce que vous étiez ?,#spk2 : alors le collège ça a été euh collè- de du collè- de la sixième à la terminale collège-et lycée bellevue donc  oui là j'en garde un très bon souvenir parce que c'était un cadre euh très agréable enfin le lycée bellevue il y a il y a  beaucoup d'espace il y a un très grand parc euh au bout du lycée le collège euh bon le collège c'était des bâtiments neufs euh donc c'était un peu moins spacieux mais j'en garde un très bon souvenir.|#spk2 : et alors je me souviens alors je m'en rends compte maintenant que c'était un système euh assez intéressant où le jeudi après-midi on avait euh on avait pas cours euh classique si on peut dire mais c'était des activités qui étaient organisées.|#spk2 : donc on choisissait ou plus ou moins l'activité qu'on voulait donc soit c'était des cours de soutien bon donc ça s- souvent le choix était un petit peu imposé euh soit c'était club-théâtre ou euh et c- et donc tous les jeudis c'était organisé comme ça en ateliers et on tournait je je ça je sais pas peut-être tous les deux euh tous les trimestres ou plus souvent ça j- j'ai pas euh.|#spk2 : et en fait je m'en rends compte maintenant on parle beaucoup de projet euh comme ça de enf- enfin pour euh réformer l'é- l'école et euh finalement je me rends compte qu'à l'époque c'était déjà euh enfin c'était expérimental c'était une bonne expérience qui était vraiment intéressante.|,préparé
1382,#spk1 : et au collège  où est-ce que vous étiez ?|#spk2 : alors le collège ça a été euh collè- de du collè- de la sixième à la terminale collège-et lycée bellevue donc  oui là j'en garde un très bon souvenir parce que c'était un cadre euh très agréable enfin le lycée bellevue il y a il y a  beaucoup d'espace il y a un très grand parc euh au bout du lycée le collège euh bon le collège c'était des bâtiments neufs euh donc c'était un peu moins spacieux mais j'en garde un très bon souvenir.|#spk2 : et alors je me souviens alors je m'en rends compte maintenant que c'était un système euh assez intéressant où le jeudi après-midi on avait euh on avait pas cours euh classique si on peut dire mais c'était des activités qui étaient organisées.|#spk2 : donc on choisissait ou plus ou moins l'activité qu'on voulait donc soit c'était des cours de soutien bon donc ça s- souvent le choix était un petit peu imposé euh soit c'était club-théâtre ou euh et c- et donc tous les jeudis c'était organisé comme ça en ateliers et on tournait je je ça je sais pas peut-être tous les deux euh tous les trimestres ou plus souvent ça j- j'ai pas euh.|,et est-ce que euh donc parmi toutes vos vos années euh même primaires mais plutôt peut-être collège lycée  il y a voilà est-ce qu'il y a quelque chose qui vous a euh laissé un très mauvais souvenir au niveau scolaire un événement ou quelque chose je sais pas ?,|,spontané
